taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
England/NORW-3195791/2022,BA.1.14,0.65,0.85,Omicron (BA.1-like),0.73,0.0,scorpio call: Alt alleles 43; Ref alleles 0; Amb alleles 13; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,Alt assignments: BA.1;BA.1.1.1;BA.1.14
England/NORW-3196AD4/2022,BA.1.17,0.43,0.98,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,
England/NORW-31848A1/2021,BA.1.16,0.67,0.79,Probable Omicron (BA.1-like),0.59,0.0,scorpio call: Alt alleles 35; Ref alleles 0; Amb alleles 22; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,Alt assignments: AY.99.2;BA.1.15;BA.1.16
England/NORW-319ADCA/2022,BA.2.10,0.73,0.85,Probable Omicron (BA.2-like),0.8,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 13; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,Alt assignments: AT.1;AY.100;AY.121;BA.2;BA.2.10
England/NORW-31918A6/2022,BA.1.17,0.74,0.14,Probable Omicron (BA.1-like),0.46,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 31; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: B.1.1;BA.1.17
England/NORW-319607B/2022,BA.1.16,0.61,0.87,Omicron (BA.1-like),0.71,0.0,scorpio call: Alt alleles 42; Ref alleles 0; Amb alleles 15; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,Alt assignments: BA.1;BA.1.1.1;BA.1.14;BA.1.16
England/NORW-318F2BE/2021,BA.1,0.85,0.18,Probable Omicron (BA.1-like),0.49,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 29; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: AY.113;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-318FC43/2022,BA.1.14,0.72,0.94,Omicron (BA.1-like),0.71,0.0,scorpio call: Alt alleles 42; Ref alleles 0; Amb alleles 15; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: BA.1.1.1;BA.1.14
England/NORW-319AD59/2022,BA.1.17,0.7,0.39,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: B.1.1;BA.1.17
England/NORW-3187503/2022,BA.1.14,0.84,0.39,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.38,Alt assignments: B.1.1;BA.1.14
England/NORW-318A825/2022,BA.1.17,0.78,0.19,Probable Omicron (BA.1-like),0.47,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 30; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,Alt assignments: AY.113;B.1.1;BA.1.17
England/NORW-31975F3/2022,BA.1.16,0.36,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: BA.1;BA.1.16
England/NORW-3189C15/2021,BA.1.14,0.84,0.31,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.41,Alt assignments: B.1.1;BA.1.14
England/NORW-3184260/2021,BA.1.14,0.84,0.26,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.43,Alt assignments: B.1.1;BA.1.14
England/NORW-3192CBE/2022,AY.4,0.08,0.9,Delta (AY.4-like),0.91,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-319C614/2022,BA.1.17,0.75,0.18,Probable Omicron (BA.1-like),0.49,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 29; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: AY.113;B.1.1;BA.1.17
England/NORW-3192C05/2022,BA.1.17.2,0.03,0.99,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.03,Alt assignments: BA.1.17;BA.1.17.2
England/NORW-3189E92/2021,BA.1.15,0.22,0.38,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.38,Alt assignments: AY.70;B.1;BA.1.15
England/NORW-31962DC/2022,BA.1.14,0.79,0.94,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: BA.1;BA.1.14
England/NORW-3192698/2022,BA.1.15.1,0.0,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,
England/NORW-318706C/2021,BA.1.17.2,0.23,0.9,Probable Omicron (BA.1-like),0.64,0.0,scorpio call: Alt alleles 38; Ref alleles 0; Amb alleles 19; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1.1.1;BA.1.1.2;BA.1.17.2
England/NORW-319BCBB/2022,BA.1.17,0.67,0.46,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: AY.113;B.1.1.263;BA.1.17
England/NORW-319B30B/2022,BA.1.15,0.84,0.21,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: B.1.1;BA.1.1.15;BA.1.15
England/NORW-319B5B2/2022,BA.1.14,0.84,0.3,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1.1;BA.1.14
England/NORW-318E603/2022,BA.1.17,0.72,0.13,Probable Omicron (BA.1-like),0.47,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 30; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AY.113;B.1.1;BA.1.17
England/NORW-3184129/2022,BA.1.1.15,0.56,0.53,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 25; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.32,Alt assignments: B.1.1.7;B.1.380;BA.1.1.11;BA.1.1.15
England/NORW-319A262/2022,BA.1.14,0.84,0.23,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: B.1.1;BA.1.14
England/NORW-318A28E/2021,BA.1.15,0.17,0.21,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: AY.70;B.1;BA.1.15
England/NORW-3192B4E/2022,BA.1.15.1,0.0,0.93,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-319D3A2/2022,BA.1.16,0.67,0.38,Probable Omicron (BA.1-like),0.49,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 29; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.39,Alt assignments: AY.113;B.1.1;BA.1.16
England/NORW-319C3FA/2022,BA.1,0.85,0.18,Probable Omicron (BA.1-like),0.49,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 29; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: AY.113;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-3196E43/2022,BA.1.16,0.62,0.84,Probable Omicron (BA.1-like),0.66,0.0,scorpio call: Alt alleles 39; Ref alleles 0; Amb alleles 18; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,Alt assignments: BA.1;BA.1.1.1;BA.1.14;BA.1.16
England/NORW-318C219/2021,BA.1.17,0.67,0.52,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.33,Alt assignments: B.1.1;BA.1.17
England/NORW-319A96B/2022,BA.1,0.85,0.15,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,scorpio replaced lineage inference B.1.1
England/NORW-3196E7D/2022,BA.1.17.2,0.0,0.93,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,
England/NORW-319090C/2022,BA.1.14,0.84,0.4,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: B.1.1;BA.1.14
England/NORW-31927ED/2022,BA.1.16,0.0,0.94,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-3192E4B/2022,BA.1.16,0.44,0.91,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1;BA.1.14;BA.1.16
England/NORW-31951B3/2022,BA.1.16,0.42,0.92,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1;BA.1.16
England/NORW-319C820/2022,BA.1.14,0.84,0.3,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1.1;BA.1.14
England/NORW-31970F8/2022,BA.1.15,0.78,0.98,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.04,Alt assignments: BA.1;BA.1.15
England/NORW-31975E5/2022,BA.1.16,0.36,0.98,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.04,Alt assignments: BA.1;BA.1.16
England/NORW-3195D46/2022,BA.1.14,0.79,0.93,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: BA.1;BA.1.14
England/NORW-3191EA0/2022,BA.1.15.1,0.11,0.81,Omicron (BA.1-like),0.73,0.0,scorpio call: Alt alleles 43; Ref alleles 0; Amb alleles 14; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,Alt assignments: BA.1.15;BA.1.15.1
England/NORW-31915D3/2021,BA.1,0.85,0.03,Probable Omicron (BA.1-like),0.47,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 30; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.48,Alt assignments: AY.113;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-319C416/2022,BA.1.17.2,0.4,0.64,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 26; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,Alt assignments: AY.99.2;BA.1.17;BA.1.17.2
England/NORW-318A7C1/2021,BA.1.15,0.06,0.75,Probable Omicron (BA.1-like),0.56,0.0,scorpio call: Alt alleles 33; Ref alleles 0; Amb alleles 25; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: B.1;BA.1.15
England/NORW-31926B4/2022,BA.1.16,0.52,0.91,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 7; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: BA.1;BA.1.14;BA.1.16
England/NORW-3197A29/2022,BA.1.17.2,0.06,0.9,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,Alt assignments: B.1.1.7;BA.1.12;BA.1.17.2
England/NORW-319A2B7/2022,BA.1.15,0.84,0.26,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: B.1.1;BA.1.1.15;BA.1.15
England/NORW-319606D/2022,BA.1.15.1,0.29,0.87,Omicron (BA.1-like),0.81,0.0,scorpio call: Alt alleles 48; Ref alleles 0; Amb alleles 9; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,Alt assignments: BA.1.15;BA.1.15.1
England/NORW-318DAD6/2022,BA.1,0.85,0.73,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 25; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.22,scorpio replaced lineage inference B.1.1
England/NORW-319C0B5/2022,BA.1.14,0.84,0.37,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.4,Alt assignments: B.1;B.1.1;BA.1.14
England/NORW-3191D14/2022,BA.1.16,0.36,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: BA.1;BA.1.16
England/NORW-319626B/2022,BA.1.16,0.37,0.95,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,Alt assignments: BA.1;BA.1.16
England/NORW-3195A01/2021,BA.1.17.2,0.0,0.99,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.03,
England/NORW-319251A/2022,BA.1.1,0.23,0.99,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 4; Oth alleles 4,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.03,
England/NORW-319260B/2022,BA.1.17.2,0.06,0.98,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: B.1.1.7;BA.1.12;BA.1.17.2
England/NORW-319BA76/2022,BA.1.14,0.84,0.66,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 26; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.28,Alt assignments: AY.125;B.1.1;BA.1.14
England/NORW-319AE81/2022,BA.1.1.14,0.83,0.17,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,Alt assignments: AY.45;B.1.1;BA.1.1.14
England/NORW-318AF81/2022,BA.1.15.1,0.38,0.43,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: B.1;BA.1.15;BA.1.15.1
England/NORW-3187BD2/2022,BA.1.17,0.6,0.73,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 25; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,Alt assignments: B.1.1;BA.1.17
England/NORW-31967BB/2022,BA.1.16,0.78,0.9,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 6; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.1,Alt assignments: BA.1;BA.1.14;BA.1.16
England/NORW-31964BE/2022,BA.1.17.2,0.06,0.94,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,Alt assignments: B.1.1.7;BA.1.12;BA.1.17.2
England/NORW-319C792/2022,BA.1.15,0.84,0.51,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 26; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.34,Alt assignments: B.1.1;BA.1.1.15;BA.1.15
England/NORW-3192528/2022,BA.1.17.2,0.0,0.91,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 7; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.1,
England/NORW-3192F4A/2022,BA.1.14,0.77,0.66,Probable Omicron (BA.1-like),0.54,0.0,scorpio call: Alt alleles 32; Ref alleles 0; Amb alleles 24; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,Alt assignments: B.1;BA.1.1.1;BA.1.14
England/NORW-319643F/2022,BA.1.18,0.0,0.99,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 4; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.03,
England/NORW-318D7E7/2022,BA.1,0.85,0.09,Probable Omicron (BA.1-like),0.46,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 31; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.49,Alt assignments: AY.113;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-31891E5/2021,BA.1.1.15,0.57,0.09,Probable Omicron (BA.1-like),0.46,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 31; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.49,Alt assignments: B.1.1;BA.1.1.13;BA.1.1.15
England/NORW-318A41B/2021,BA.1.17,0.62,0.48,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.34,Alt assignments: B.1.1;BA.1.17
England/NORW-3191AFA/2022,BA.1.1.14,0.0,0.95,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-3196BE1/2022,BA.1.14,0.79,0.97,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: BA.1;BA.1.14
England/NORW-3192370/2022,BA.1.14,0.0,0.97,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 5; Oth alleles 4,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,
England/NORW-31950B4/2022,BA.1.16,0.41,0.89,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,Alt assignments: BA.1;BA.1.14;BA.1.16
England/NORW-319A634/2022,BA.1.15,0.87,0.61,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 27; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: AY.113;BA.1.15
England/NORW-319D505/2022,BA.1.14,0.84,0.41,Probable Omicron (BA.1-like),0.51,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 28; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.38,Alt assignments: B.1.1;BA.1.14
England/NORW-3184541/2021,BA.1.15.1,0.22,0.18,Probable Omicron (BA.1-like),0.49,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 29; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: B.1;BA.1.15;BA.1.15.1
England/NORW-3191843/2021,BA.1,0.77,0.18,Probable Omicron (BA.1-like),0.47,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 30; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: AY.113;B.1.1; scorpio replaced lineage inference B.1.1
England/NORW-3195019/2022,BA.1.14,0.7,0.68,Probable Omicron (BA.1-like),0.63,0.0,scorpio call: Alt alleles 37; Ref alleles 0; Amb alleles 20; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,Alt assignments: AY.99.2;BA.1.1.1;BA.1.14
England/NORW-3187C52/2021,BA.1.1.15,0.31,0.66,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 26; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.25,Alt assignments: B.1.1;BA.1.1.15
England/NORW-31874BD/2022,BA.1.15.1,0.41,0.65,Probable Omicron (BA.1-like),0.53,0.0,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 26; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: B.1;BA.1.15;BA.1.15.1
England/NORW-31974F4/2022,BA.1.1.15,0.3,0.89,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,Alt assignments: BA.1.1;BA.1.1.11;BA.1.1.15
England/NORW-3196512/2022,BA.2.3,0.0,0.98,Omicron (BA.2-like),0.95,0.0,scorpio call: Alt alleles 61; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.04,
England/NORW-3197AB6/2022,BA.1.16,0.36,0.96,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.06,Alt assignments: BA.1;BA.1.16
